node_id,tipo,etiqueta,grado,grado_ponderado,grado_centralidad,intermediacion,cercania,pagerank,es_articulacion,comunidad
v:3Nfp9h5avBI,video,"Noticiero en Directo 1 pm, 28 de Agosto de 2026",2,2,0.003205128205128205,5.144668066016381e-06,0.003205128205128205,0.003721760541914435,True,-1
v:3P2OUk7aGmc,video,Presidente presenta Segundo Informe Presidencial en Sesión Solemne del Congreso de la República.,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:3S3KygWSjAQ,video,Himno de la Policía Nacional Civil de Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:3bU7I_ZpXUk,video,Congreso inicia proceso para nombrar a nuevo Fiscal General en Guatemala y suceder a Consuelo Porras,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:3onMfRym3OU,video,PRIMER PUENTE DONDE ARRIBA VA EL TRÁFICO Y ABAJO UN TREN EN GUATEMALA Y AMÉRICA LATINA.,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:45xQLtMlPdo,video,"PRESIDENTE DE GUATEMALA, BERNARDO ARÉVALO SE REFIERE AL “DÍA INTERNACIONAL DE LA LIBERTAD DE PRENSA”",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:4DD1nlxWk2s,video,Fuertes LLUVIAS en el JABALI; a si luce una Tarde de Tormenta 😱,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:4FUed7cIhPU,video,El Sistema CONRED y el Gobierno de Guatemala trabajan unidos para atender emergencias.,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:4H6w9FQAcS8,video,"Avances en temas de economía, precios de los combustibles y otros temas de interés nacional.",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:5DRG-WGTq1k,video,El Sistema CONRED continúa activo y trabajando de manera coordinada #VolcánDeFuego.,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:5MFnG5B7ric,video,Municipalidad de Guatemala   09/07/2025,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:5OhxjDvuYbQ,video,"Operativos PMT ""Cero Tolerancia"" para fin de año",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:5UNxNfcSzG4,video,Distinción del Cambio de la Rosa de la Paz a Pedro Castro López del INACOP,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:5Y7fntl6Rc8,video,Cómo llegar a TIKAL desde Ciudad de GUATEMALA en autobús o en Avión | transporte a PETÉN,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:5nw9G1vwnYY,video,Actriz guatemalteca caracteriza a Consuelo Porras frente al MP por salida del cargo,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:677N9cx_kKE,video,Carlos Pineda Seguridad I - Guatemala tiene solución | Ep. 2,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:6KlI_geqPOI,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt.,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:6W4u8sGEnGM,video,Inician los trabajos de recuperación del Puente Belice II.,32,45,0.05128205128205128,0.05895275136848171,0.0887914524084374,0.038103762552266815,True,3
v:6Wf0ItQUaDU,video,“Queremos generar 60 mil empleos”: Victorino Carranza revela el plan y las pérdidas de la Gremipe,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:6y3KQmmg3Oc,video,Noticiero El Informativo. Nuestra semana de resultados.,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:6z2Psav9Onw,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:74F3Mn_NWoE,video,"Acto de Graduación de los Cursos de Formación, Ascenso y Especialización Policial de la PNC.",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:7JerBdHtkWA,video,Cambio de horarios en Municipalidad de Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:7hfUg8Z-W2o,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt.,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:7kuHyjwuE_o,video,Centro Municipal de Emprendimiento - Municipalidad de Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:7mdtGeIHQnE,video,"#LHEnContexto: Gestión de riesgos en GUATEMALA: Lo que debes saber, explicado por la CONRED",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:8CuQ2_HTaN0,video,Conferencia de Prensa del Gobierno de Guatemala.,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:8n6momRcC04,video,Mantenimiento constante,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:90oVm0P4_9Q,video,"El MINGOB a través del Viceministerio de Seguridad, combate  el crimen organizado.",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:9BIrwWQUdb8,video,"Capturan a ""guardián"" de parqueo utilizado por la mara Salvatrucha e incautan 5 vehículos robados.",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:9Jacxvi9umU,video,Los responsables de bloquear información en Guatecompras,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:9XFVeHiWDTo,video,En #LaRondaGT conoce las acciones que impulsamos para modernizar los puertos y aeropuertos del país.,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:9h7d1iDFaqo,video,Vuelve el tráfico lento en la ciudad capital,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:9wHujSu-nbQ,video,Quorum,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:AHzfpOL5sgw,video,Sistema de gobierno de Guatemala 🇬🇹,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:Aa7hIDCRh3g,video,Este BUS me LLEVO a UN PARAISO EN GUATEMALA,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:AakUTlieyH0,video,Crisis de seguridad en Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:Ab0RrbzxyBU,video,Municipalidad de Guatemala 17/11/2025,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:AlbPEU3rbZs,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:ArljwpsURdY,video,"Entrevista especial con Claudinne Ogaldes, Secretaria Ejecutiva de la SE-CONRED",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:B60bWqpVUIE,video,Así es el transporte público en Ciudad de Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:BLc_KXPng9g,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:BUNeDEi0yVU,video,CIV LICITACIÓN 800 KM 110717,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:BW41jT3t3oI,video,Provial,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:BbAeamItalk,video,ZARAGOZA DA UN PASO HACIA EL FORTALECIMIENTO DEL DEPORTE CON NUEVA CIUDAD DEPORTIVA,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:Bdn2nxDqQ90,video,Video Viral de PMT / GUATEMALA,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:Bi34XvRV6AM,video,Plan de Evacuación CONRED,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:BnZFUzpEDe4,video,Municipalidad de Guatemala se moderniza,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:Boj5GILjbI0,video,"Spot Rendición de Cuentas, segundo cuatrimestre 2023 - 2",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:Bp4LtQT8Hk0,video,"Ciudad de Guatemala, el mejor lugar para vivir",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:C5hJmAhpMMQ,video,"YOUTUBE PUNTO DE ENFOQUE MARIO MEJÍA, SUBDIRECTOR DE INSIVUMEH",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:C8wk4HWwWyM,video,Duro golpe al crimen organizado en Granja Penal de Pavón.,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:CDg6kLRfiqQ,video,Acciones relevantes en el #Resumen24Horas,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:CJQ46Hr4HcU,video,Municipalidad de Guatemala  19/12/2025,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:D3fRGjqHeHI,video,"Spot Rendición de Cuentas, segundo cuatrimestre 2023 - 1",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:D4CEpAfkkPI,video,Policías arremeten contra agente de PMT en zona 10,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:DBvMeKT4gzo,video,La Familia MÁS RICA de GUATEMALA… Ni la Guerra les Quitó el Trono y Hoy son DUEÑOS de tu CERVEZA,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:DC1_qrLUvHI,video,Municipalidad de Guatemala 26/08/2026,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:DMAKF8n0XJs,video,Guatemala TV • ID (2024-2026),0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:DX5eT-hVU8Q,video,250 años Ciudad de Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:DkxSkQipYwo,video,PRESIDENTE BERNARDO ARÉVALO PARTICIPA EN EL ACTO CONMEMORATIVO DEL DÍA DEL EJÉRCITO,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:EGfy1BxGLIk,video,Colabore con las medidas de la PMT,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:ELhvo8YnYnI,video,Insivumeh prevé lluvias fuertes por dos ondas del este,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:EQDcEgFpXCk,video,Guatemala: Gobierno refuerza lucha contra las pandillas en medio de crisis de seguridad,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:EZfm-05qtWo,video,Municipalidad de Guatemala prepara plan de actividades en Semana Santa 2023,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:F72Rdq5crG4,video,Cambios en el Ministerio de Comunicaciones: Salen Lizzette Benítez y Adrián Zapata Alamilla,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:FEc1BCuBiDg,video,¡Estamos con ustedes!,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:FQP4JTo9ShA,video,Rafael Carrera y el nacimiento de Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:FU5zLTb4inc,video,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:Fapc1-8m5Zc,video,Municipalidad de Guatemala 21/11/2025,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:Fb2Ccfq5S9w,video,Reo y su esposa fueron asesinados dentro del Preventivo de zona 18,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:FuTz67jS7m0,video,124 nuevos brigadas refuerzan la seguridad vial en Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:G2u4Rbq7zU4,video,Arévalo anuncia nueva cárcel de máxima seguridad en Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:GgU7qhmf020,video,Sueños GT: educación para la niñez de vendedores ambulantes en Antigua | Super - Episodio 1,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:GjGMSFSE1gY,video,"“Gracias a dios, no hay reelección” 🤡",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:HMJXf1VdM5E,video,Lluvia inusual de Martes Santo provoca inundaciones en zona 1 de Villa Nueva,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:H_TGv_cMwww,video,PMT: La fuerza laboral reguladora del tránsito más grande,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:I277M6i4jnY,video,Gestión del Riesgo de Desastres desde las comunidades.,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:IZLflL4Hgco,video,El ciudadano Toriello da un paso al frente,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:IcF9rRdAtp8,video,Ministro de Comunicaciones Alejandro Sinibaldi realiza supervisión en la Ruta CA-1 Occidente,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:J6ctng-yAnI,video,CIV PROVIAL GRADUACIÓN XV PROMOCIÓN BRIGADAS 140619,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:JErfmk-TlRg,video,Rendición de Cuentas - Primer Cuatrimestre 2023,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:J_HBzJUTOus,video,Presentan estrategia nacional para prevenir violencia durante recorridos de antorchas,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:JdxHJkQjM50,video,🚡 ¿Cómo va avanzando #AeroMetroGT?,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:JgmCtBQWNL8,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:JkpVO1hx2f8,video,10 Preguntas a un año del Paro Nacional,3,3,0.004807692307692308,1.5434004198049143e-05,0.004807692307692308,0.004893151280207335,True,-1
v:Jr1hJ92H_Nc,video,"#SinMáscaras | GUERRA SUCIA PERO SUCIA EN SERIO LLEGA A TV AZTECA CON AMPARO, CAMIN Y CASTAÑEDA",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:K1IA6oTGws8,video,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:K2qWcueeMOc,video,#EnvivoDCA | Conferencia de prensa de Gobierno de Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:K50uijsHnAM,video,Informe desde Ciudad de Guatemala: crisis de seguridad tras ataques contra la Policía,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:KIO6wIJXYY0,video,"Se tiene que cambiar el sistema electoral en Guatemala, asegura exfiscal",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:KWCyMd4dxkY,video,Recorrido de los 21K BAM de la Municipalidad de Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:KkNQhX_kg8A,video,🇬🇹HISTORIA de GUATEMALA en 17 minutos🇬🇹 - El Mapa de Sebas,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:LRzZy8xBrjA,video,Conferencia de prensa ante el incremento de los combustibles.,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:LeN6wpNIB-4,video,GUATEMALA RECIBE 135 NICARAGUENESES LIBERADOS POR ORTEGA,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:LqY_vAsa4PY,video,“Guatemala: Una historia escrita con corrupción”,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:MMECHN8SFNw,video,"Noticiero en Directo 1 pm, 27 de Agosto de 2026",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:MRJ9mKnXR9M,video,Labor de la PMT es honesta aseguran vecinos,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:MdIa2Dtj77I,video,"Consejos para tu viaje a Guatemala: hospedaje, telefonía, transporte y más!   ✈️ 🇬🇹",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:Mh94uXZvCLo,video,DE LOS BOTS AL RECHAZO: CERIMEDO Y LA “GUERRILLA DE LAS REDES” | CAPÍTULO 3 DE 8,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:Mme4XikKnlc,video,Municipalidad anuncia 111 nuevos autobuses y 17 rutas para mejorar el transporte en la capital,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:N1QkRu38BFE,video,¡YA CAYÓ ALITO MORENO! ALERTA LO DESTITUYEN DIPUTADOS VOTAN PARA SACARLO DEL SENADO! CLAUDIA INFORMA,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:NCvoO61aIfw,video,Ya casi! Así avanza el Aerómetro que cambiará el transporte en Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:NcIcixCdQH4,video,PNC garantiza seguridad a turistas que visitan el colcán de Agua,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:Nc_Iy0MriYw,video,🛑🛑Actualización PROVIAL🛑🛑,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:NnKpTEfhWjI,video,✅ ASÍ es una EXHIBICION DE BUSES EN GUATEMALA,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:O6gI0ooBM3E,video,¿Cómo es el tráfico en Guatemala? 56 días perdidos cada año y una emergencia nacional,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:OXf_VvvyIDw,video,Municipalidad de Guatemala 31/08/2026,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:OgOICSTSa7k,video,¡DÉJAME VIVIR! GUATEMALA INTENSIFICA LA LUCHA CONTRA LA CACERÍA ILEGAL DE FAUNA SILVESTRE,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:OkXlHx0hx-8,video,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,18,25,0.028846153846153844,0.0007871342141005063,0.028846153846153848,0.02246401235460086,True,-1
v:On7jqOm1bpg,video,🌟Seguimos avanzando🌱,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:Oy6sKBhduu4,video,"Realizan Reunión Ordinaria de #CODEDE, 25 de febrero 2025.",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:Oztw_Hta52I,video,TRAFICO EN GUATEMALA,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:PMaSDoG0H1U,video,¿Adiós al tráfico? Así es la nueva carretera Radial 6 para Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:Pg1qw0KJI4E,video,"Surgen detalles de la masacre en Boca del Monte: madre de un bombero e influencer, entre víctimas",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:PjmxCj-a9Hg,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,19,25,0.030448717948717948,0.07667613285590814,0.12097422790963683,0.022277534621816555,True,4
v:Q-MNTYsZgk4,video,¿Qué ha pasado con la contaminación del aire?,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:Q7j1OUxkn9w,video,Dañan puerta del área de parqueo del Congreso,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:Q7nhEeibBK4,video,Desfile navideño 2024  -   @MunicipalidaddeGuatemala-1551,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:QUG4etpjgos,video,Guatemala Habla sobre la seguridad en el país,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:Qc_oHqe4Cjc,video,QUÉ GUARDAS EN LA CINTURA?  🔫🥕🥓🐷🤔@lilyvlogs6899 @ElJuanete1987 @Soychap1n @SimplementeFlori,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:R-fRv_WoZOE,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:RIpKKQh26cg,video,Ejército de Guatemala descubre túnel para fuga masiva en penal de Pavón,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:RjG-y7Y2-k4,video,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:Rk-3ks9mh3o,video,CIV ✔️ garantiza transparencia 🔍 y rendición de cuentas📝,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:ShYWqmOpjFk,video,Ministro de Comunicaciones reitera sobre avances en ruta Palín-Escuintla,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:SryjaiL2B4Q,video,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:THY2YBne3QE,video,"Los ALUCINANTES autobuses de Guatemala | ""Burras""",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:TSID63-IC3Y,video,Operativo Relámpago de -PROVIAL - DGT - DIACO -  en 41 Calle Zona 8 de la ciudad Capital.,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:TT4qJ5FXHYE,video,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",4,4,0.00641025641025641,3.0868008396098287e-05,0.00641025641025641,0.006064542018500237,True,-1
v:TTijnAoFnzY,video,Conred reprograma simulacro nacional para el 24 de febrero,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:TXlMv6bt25w,video,"Más de 42 mil afectados por lluvias en Guatemala; Conred reporta 1,046 emergencias",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:TnZGNY1RsJE,video,Festival navideño 2025 @MunicipalidaddeGuatemala-1551,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:UDFS8gl80h8,video,#AprendeConCONRED qué es el Sistema CONRED y quienes lo conforman.,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:UTf26hS1UJ8,video,🚦💙 PROVIAL: Proteger y Servir,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:UcvHq8j-J38,video,"Ministerio de Comunicaciones, Infraestructura y Vivienda y los Consejos de Desarrollo",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:UhL9y3KUl8E,video,SHAI WA: la vecina queer de Casa Presidencial,1,1,0.0016025641025641025,0.0,0.0016025641025641025,0.002550369803621533,False,-1
v:UzeOcBM9cuU,video,Conred Podcast Episodio 04: Amenaza sísmica y volcánica en Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:VfBrLONPnFM,video,ME quité el MIEDO de viajar en los buses de GUATEMALA 🔥,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:VgcpKa1h_2Q,video,CONQUISTA LA CIUDAD / 21K BAM de la Municipalidad de Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:VuIl4tjeKGQ,video,La ciudad sigue modernizándose para ti y tu familia.,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:W415t12o3DA,video,Mujer con crisis nerviosa tras intento de asalto,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:WIUZtitfLRw,video,Caminar en una ciudad hecha para carros,6,6,0.009615384615384616,0.007253981973083097,0.08064948527309122,0.0072143153864647706,True,2
v:WQcgx8rs0Qo,video,"PMT SE BURL4 DE UN MOTORISTA D1SC4PACIT4D0, DISCULPESE POR FAVOR VILLA NUEVA, GUATEMALA.",0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:WXA2Apo79jA,video,Resumen de atención a Emergencias CIV,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:WXgGL9rZUHo,video,#EnvivoDCA | Conferencia de prensa del Gobierno de Guatemala,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:XLkVzqqL34Q,video,Nueva Mega Autopista Xochi en Guatemala 🇬🇹 ¿Vale la pena? (Te ahorra hasta 3 horas),0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:XVZM15KVXjM,video,Conoce sobre la actualización de la Norma para la Reducción de Desastres número 2 (NRD2).,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:X_FAIef8qlE,video,Cruzando la ciudad a puro Transmetro,1,1,0.0016025641025641025,0.0,0.0016025641025641025,0.002550369803621533,False,-1
v:XktDG8dmcd0,video,Torrenciales lluvias dejan decenas de muertos y miles de evacuados,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:YJohmVLc9QA,video,How to Get Around Guatemala: Complete Transportation Guide (2026),0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
v:YLFXK2c60Xc,video,Por estas razones el 65% de las denuncias por violación en Guatemala nunca llega a un tribunal,0,0,0.0,0.0,0.0,0.00038255547054323006,False,-1
